,emp_no,birth_date,first_name,last_name,gender,hire_date,dept_no,dept_name
39,10540,1961-02-24,Martins,Barriga,M,1994-05-03,d005,Development
40,10541,1955-11-05,Godehard,Eiter,M,1986-02-28,d005,Development
41,10542,1955-01-05,Yannis,Couchot,F,1989-03-28,d005,Development
42,10543,1962-10-06,Lein,Lichtman,M,1998-10-16,d005,Development
43,10544,1962-02-01,Ishfaq,Krzyzanowski,F,1995-04-29,d005,Development
44,10545,1963-01-12,Hauke,dAstous,M,1990-06-30,d005,Development
45,10546,1957-12-20,Nechama,Schapiro,M,1987-09-06,d005,Development
46,10547,1963-05-12,Snehasis,Brobst,M,1988-02-14,d005,Development
47,10548,1952-06-12,Ramalingam,Gunderson,M,1986-05-04,d005,Development
48,10549,1957-03-20,Beshir,Kisuki,M,1995-10-26,d005,Development
49,10550,1959-08-03,Manton,Leuchs,M,1985-02-03,d005,Development
50,10551,1963-10-07,Jeong,Rijsenbrij,M,1988-08-06,d005,Development
51,10552,1953-03-25,Kazuhito,Shiratori,M,1998-08-18,d005,Development
52,10553,1964-02-08,Rajmohan,Wallrath,F,1985-10-27,d005,Development
53,10554,1958-08-01,Dines,Gerlach,M,1990-11-28,d005,Development
54,10555,1962-09-25,Vitaly,Picci,M,1989-11-06,d005,Development
55,10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,d005,Development
56,10557,1957-08-23,Sashi,Karlin,M,1986-03-31,d005,Development
57,10558,1964-10-08,Hisao,Famili,M,1990-04-06,d005,Development
58,10559,1956-01-18,Arumugam,Comellas,F,1988-01-06,d005,Development
59,10560,1960-05-01,Yinlin,Esteva,F,1988-09-28,d005,Development
60,10561,1958-09-07,Serge,Joslin,F,1990-12-15,d005,Development
61,10562,1963-04-17,Shuky,Pearson,M,1996-07-06,d005,Development
62,10563,1956-10-27,Mohit,Spelt,M,1992-09-29,d005,Development
63,10564,1955-04-14,Jianhao,Thisen,M,1986-05-08,d005,Development
64,10565,1961-11-05,Yishay,Harnett,M,1992-01-09,d005,Development
65,10566,1958-01-30,Jianhui,Zuberek,F,1988-03-19,d005,Development
66,10567,1957-05-21,Dietrich,Journel,M,1992-10-18,d005,Development
67,10568,1953-12-02,Gao,Poulakidas,F,1989-02-14,d005,Development
68,10569,1962-12-03,Sreenivas,Bashian,M,1987-03-13,d005,Development
69,10570,1958-10-30,Alassane,Morrin,M,1985-05-05,d005,Development
70,10571,1963-12-10,Fun,Varman,M,1985-02-24,d005,Development
71,10572,1960-10-10,Cordelia,Axelband,M,1988-02-16,d005,Development
72,10573,1964-02-23,Tetsushi,Speel,F,1993-07-07,d005,Development
73,10574,1960-11-11,Salvador,Olano,F,1990-02-16,d005,Development
74,10575,1954-06-29,Theirry,Yeung,M,1988-10-04,d005,Development
75,10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,d005,Development
76,10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,d005,Development
77,10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,d005,Development
78,10579,1958-07-17,Aiman,Stentiford,M,1985-09-01,d005,Development
79,10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,d005,Development
80,10581,1956-11-20,Odinaldo,Prochazka,F,1988-02-09,d005,Development
81,10582,1960-05-08,Shmuel,Juneja,M,1986-06-22,d005,Development
82,10583,1964-03-03,Prasadram,Stille,F,1985-02-14,d005,Development
83,10584,1961-07-12,Mana,Papastamatiou,M,1986-02-17,d005,Development
84,10585,1963-11-10,Sajjad,Willoner,F,1986-01-05,d005,Development
85,10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,d005,Development
86,10587,1962-03-04,Behnaam,Srimani,F,1989-09-20,d005,Development
87,10588,1956-07-30,Shigeo,Dulay,F,1987-01-28,d005,Development
88,10589,1958-09-25,Subbu,Sanella,M,1994-01-26,d005,Development
89,10590,1963-10-01,Yongqiao,Kalloufi,M,1986-04-09,d005,Development
90,10591,1952-12-22,Hidde,Hettesheimer,F,1987-06-18,d005,Development
91,10592,1964-08-01,Almudena,Alvarado,M,1990-06-05,d005,Development
92,10593,1952-07-24,Falguni,Kenevan,M,1990-09-12,d005,Development
93,10594,1960-10-22,Kiyokazu,Whitcomb,M,1988-04-02,d005,Development
94,10595,1964-12-10,Giri,Undy,M,1989-11-24,d005,Development
95,10596,1954-01-24,Sanjit,Coors,M,1995-04-01,d005,Development
96,10597,1961-05-07,Lucien,Schaad,F,1990-04-01,d005,Development
97,10598,1957-11-10,Margo,Gronowski,M,1989-03-31,d005,Development
98,10599,1956-10-15,Seshu,Crelier,F,1989-03-17,d005,Development
