,emp_no,birth_date,first_name,last_name,gender,hire_date,dept_no,dept_name
41,10842,1961-08-29,Berni,Sanella,F,1986-07-14,d008,Research
42,10843,1961-09-05,Honesty,Smeets,M,1990-04-26,d008,Research
43,10844,1954-02-03,Dipayan,Koprowski,M,1987-03-03,d008,Research
44,10845,1960-12-24,Hidde,Tasistro,F,1988-06-30,d008,Research
45,10846,1952-06-27,Tokuyasu,Serre,M,1994-01-26,d008,Research
46,10847,1952-03-04,Theirry,Danley,M,1986-07-25,d008,Research
47,10848,1954-07-16,Fen,Bratsberg,F,1985-04-20,d008,Research
48,10849,1953-03-05,Makato,Mayerwieser,M,1995-06-25,d008,Research
49,10850,1963-01-01,Florina,Schapire,F,1990-04-22,d008,Research
50,10851,1959-11-15,Piyawadee,Copas,M,1994-11-21,d008,Research
51,10852,1959-11-24,Hercules,Munck,F,1996-03-21,d008,Research
52,10853,1964-03-22,Yoshinari,Kalloufi,F,1993-05-03,d008,Research
53,10854,1954-08-11,Jagoda,Nannarelli,M,1998-07-13,d008,Research
54,10855,1957-08-07,Kwangho,Reinhart,M,1991-08-05,d008,Research
55,10856,1964-03-13,Sreenivas,Peck,F,1986-12-31,d008,Research
56,10857,1957-06-11,Fusako,Stenning,F,1990-04-04,d008,Research
57,10858,1952-10-01,Kenroku,Gonthier,M,1996-08-15,d008,Research
58,10859,1961-10-16,King,Bernini,F,1993-01-03,d008,Research
59,10860,1961-11-05,Gino,Werthner,M,1992-03-11,d008,Research
60,10861,1962-02-27,Howell,Baek,M,1989-06-10,d008,Research
61,10862,1956-01-19,Zhenbing,Kadhim,F,1985-07-23,d008,Research
62,10863,1962-08-05,Byong,Bhattacharjee,M,1985-12-25,d008,Research
63,10864,1958-01-07,Elliott,Spieker,F,1985-09-04,d008,Research
64,10865,1961-03-16,Danco,Etalle,M,1991-04-19,d008,Research
65,10866,1959-12-13,Fayez,Yeung,F,1990-12-27,d008,Research
66,10867,1952-10-01,Billur,Gyorkos,M,1986-10-08,d008,Research
67,10868,1959-05-11,Houman,Unno,F,1990-03-20,d008,Research
68,10869,1962-10-09,Guangming,Jonsson,F,1996-03-15,d008,Research
69,10870,1956-07-23,Shahid,Leppanen,F,1988-01-13,d008,Research
70,10871,1952-10-24,Aram,Gilg,M,1989-02-15,d008,Research
71,10872,1952-02-21,Karoline,Speel,F,1990-09-06,d008,Research
72,10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,d008,Research
73,10874,1958-01-18,Mahmut,Borstler,M,1986-04-22,d008,Research
74,10875,1958-10-27,Filipp,Suri,F,1988-05-19,d008,Research
75,10876,1955-08-05,Vincent,Papastamatiou,F,1995-01-29,d008,Research
76,10877,1964-09-11,Subir,Biron,M,1986-06-06,d008,Research
77,10878,1952-06-13,Lakshmi,Deville,M,1988-02-25,d008,Research
78,10879,1953-08-18,Muzhong,Chleq,F,1985-08-15,d008,Research
79,10880,1962-02-11,Weiye,Nitsche,M,1986-04-20,d008,Research
80,10881,1959-06-13,Katsuo,Miake,M,1996-04-18,d008,Research
81,10882,1953-11-01,Fun,Heuser,M,1994-11-29,d008,Research
82,10883,1952-07-30,Shimshon,Champarnaud,M,1987-11-07,d008,Research
83,10884,1958-03-07,Teunis,Kleiser,F,1993-04-15,d008,Research
84,10885,1953-05-06,Rayond,Cronau,M,1991-08-19,d008,Research
85,10886,1964-09-30,Sushant,Begiun,M,1995-03-26,d008,Research
86,10887,1953-01-16,Lunjin,DeMori,M,1989-03-16,d008,Research
87,10888,1959-03-15,Kwangho,Dredge,F,1987-06-28,d008,Research
88,10889,1956-06-21,Cheong,Coors,F,1987-08-11,d008,Research
89,10890,1963-04-13,Ramzi,Furudate,M,1988-04-21,d008,Research
90,10891,1963-12-15,Susanne,Jiang,F,1990-12-07,d008,Research
91,10892,1959-12-13,Kazunori,Vieth,M,1990-04-11,d008,Research
92,10893,1960-01-30,Danil,Kropatsch,M,1989-08-23,d008,Research
93,10894,1958-08-21,Suebskul,Srimani,F,1991-07-18,d008,Research
94,10895,1952-03-21,Vishwani,Petersohn,M,1986-04-26,d008,Research
95,10896,1964-04-12,Adil,Taubenfeld,M,1994-10-08,d008,Research
96,10897,1958-05-27,Arno,Kumaresan,F,1986-04-09,d008,Research
97,10898,1961-11-10,Munenori,Markovitch,F,1986-04-10,d008,Research
98,10899,1962-05-11,Valery,Rousseau,F,1989-10-06,d008,Research
