,emp_no,birth_date,first_name,last_name,gender,hire_date,dept_no,dept_name
59,10160,1953-10-18,Debatosh,Khasidashvili,M,1989-01-30,d002,Finance
60,10161,1953-04-06,Hairong,Mellouli,F,1988-04-03,d002,Finance
61,10162,1957-10-05,Florina,Eugenio,M,1991-05-01,d002,Finance
62,10163,1952-09-17,Karsten,Szmurlo,M,1989-07-19,d002,Finance
63,10164,1956-01-19,Jagoda,Braunmuhl,M,1985-11-12,d002,Finance
64,10165,1960-06-16,Miyeon,Macedo,M,1988-05-17,d002,Finance
65,10166,1953-05-10,Samphel,Siegrist,F,1993-01-01,d002,Finance
66,10167,1958-05-23,Duangkaew,Rassart,M,1992-04-04,d002,Finance
67,10168,1964-09-11,Dharmaraja,Stassinopoulos,M,1986-12-06,d002,Finance
68,10169,1961-05-03,Sampalli,Snedden,F,1992-07-24,d002,Finance
69,10170,1960-10-03,Kasturi,Jenevein,F,1986-01-02,d002,Finance
70,10171,1957-09-11,Herbert,Trachtenberg,M,1989-07-22,d002,Finance
71,10172,1957-03-25,Shigeu,Matzen,F,1995-10-13,d002,Finance
72,10173,1962-10-28,Shrikanth,Mahmud,M,1992-03-21,d002,Finance
73,10174,1959-05-15,Badri,Furudate,M,1987-06-01,d002,Finance
74,10175,1960-01-11,Aleksandar,Ananiadou,F,1988-01-11,d002,Finance
75,10176,1957-01-24,Brendon,Lenart,F,1994-12-22,d002,Finance
76,10177,1954-11-08,Pragnesh,Iisaka,M,1993-02-06,d002,Finance
77,10178,1963-03-13,Valery,Litvinov,M,1986-10-07,d002,Finance
78,10179,1961-11-25,Deniz,Duclos,F,1990-10-04,d002,Finance
79,10180,1956-01-29,Shaw,Wendorf,M,1986-02-25,d002,Finance
80,10181,1963-01-22,Sibyl,Nooteboom,M,1988-06-22,d002,Finance
81,10182,1961-02-04,Moriyoshi,Merey,F,1990-09-02,d002,Finance
82,10183,1954-10-17,Mechthild,Bonifati,M,1996-08-11,d002,Finance
83,10184,1957-05-22,Mihalis,Lowrie,M,1987-10-29,d002,Finance
84,10185,1959-12-05,Duro,Sidhu,F,1986-03-01,d002,Finance
85,10186,1953-07-16,Shigehito,Kropatsch,M,1986-03-28,d002,Finance
86,10187,1961-05-26,Tommaso,Narwekar,F,1991-06-01,d002,Finance
87,10188,1956-07-13,Christ,Muchinsky,F,1987-08-27,d002,Finance
88,10189,1955-11-12,Khalid,Erva,M,1989-10-05,d002,Finance
89,10190,1964-12-11,Arve,Fairtlough,F,1986-06-23,d002,Finance
90,10191,1959-04-08,Zdislav,Nastansky,M,1986-04-10,d002,Finance
91,10192,1960-09-16,Mohua,Falck,M,1988-06-13,d002,Finance
92,10193,1960-06-29,Masaru,Cheshire,M,1991-07-28,d002,Finance
93,10194,1954-01-29,Josyula,Hofmeyr,F,1989-05-15,d002,Finance
94,10195,1963-11-13,Annemarie,Redmiles,M,1985-02-15,d002,Finance
95,10196,1954-01-27,Marc,Hellwagner,M,1994-11-16,d002,Finance
96,10197,1963-08-06,Kasidit,Krzyzanowski,F,1993-11-22,d002,Finance
97,10198,1953-05-28,Pranav,Furedi,M,1985-08-31,d002,Finance
98,10199,1959-04-07,Kazuhisa,Ranta,M,1997-04-29,d002,Finance
