,emp_no,birth_date,first_name,last_name,gender,hire_date,dept_no,dept_name
32,10333,1953-04-27,Snehasis,Dymetman,M,1993-01-16,d004,Production
33,10334,1958-04-02,Falguni,Erie,M,1996-12-28,d004,Production
34,10335,1963-03-13,Toshimori,Bahi,F,1992-04-06,d004,Production
35,10336,1961-07-16,Goa,Rothe,F,1992-01-07,d004,Production
36,10337,1957-12-10,Jeong,Sadowsky,M,1995-08-06,d004,Production
37,10338,1961-02-12,Heon,Ranai,M,1988-09-01,d004,Production
38,10339,1957-08-27,Teunis,Liedekerke,M,1989-11-30,d004,Production
39,10340,1952-08-20,Djelloul,Laventhal,M,1987-06-05,d004,Production
40,10341,1960-11-22,Wilmer,Greenaway,F,1987-04-29,d004,Production
41,10342,1960-03-17,Stella,Hiroyama,F,1987-07-25,d004,Production
42,10343,1954-11-01,Dinah,Syrzycki,M,1993-10-14,d004,Production
43,10344,1957-07-24,Uwe,Garnier,F,1994-06-25,d004,Production
44,10345,1960-12-13,Arra,Ratnakar,M,1993-11-08,d004,Production
45,10346,1963-01-29,Aamod,Radwan,M,1987-01-27,d004,Production
46,10347,1953-10-03,Pradeep,Kaminger,M,1985-12-12,d004,Production
47,10348,1956-03-11,Mahendra,Picco,F,1995-10-22,d004,Production
48,10349,1954-04-29,Oksana,Brodie,F,1991-09-28,d004,Production
49,10350,1954-11-14,Kristen,Kavvadias,F,1990-08-19,d004,Production
50,10351,1963-08-23,Tadahiko,Strehl,F,1985-03-07,d004,Production
51,10352,1960-01-28,Erzsebet,Ohori,M,1996-01-21,d004,Production
52,10353,1953-01-15,Phule,Hammerschmidt,M,1989-08-24,d004,Production
53,10354,1961-04-21,Moto,Kusakari,M,1996-03-26,d004,Production
54,10355,1952-12-10,Satyanarayana,Cochrane,M,1987-11-15,d004,Production
55,10356,1952-08-12,Vasilis,Standera,M,1988-08-06,d004,Production
56,10357,1964-01-10,Hausi,Sidhu,M,1994-04-04,d004,Production
57,10358,1953-04-08,Qunsheng,Tagansky,M,1991-02-19,d004,Production
58,10359,1960-04-18,Heekeun,Sambasivam,F,1991-05-09,d004,Production
59,10360,1960-11-04,Irene,Munck,M,1996-09-04,d004,Production
60,10361,1961-04-22,Seshu,Sidou,F,1986-10-23,d004,Production
61,10362,1963-09-16,Shalesh,dAstous,M,1988-08-24,d004,Production
62,10363,1953-11-28,Toshiki,Muniz,F,1985-09-11,d004,Production
63,10364,1954-09-21,Nakhoon,Dengi,M,1985-11-14,d004,Production
64,10365,1958-04-28,Rosine,Granlund,F,1987-06-02,d004,Production
65,10366,1960-01-25,Morrie,Piazza,M,1994-04-11,d004,Production
66,10367,1955-12-24,Hyuckchul,Gini,M,1991-06-24,d004,Production
67,10368,1956-03-25,Hatim,Koshiba,M,1991-04-05,d004,Production
68,10369,1957-01-08,Qunsheng,Toyoshima,M,1986-05-17,d004,Production
69,10370,1957-08-03,Clyde,Fandrianto,M,1992-04-04,d004,Production
70,10371,1959-02-10,Ioana,Kirkerud,M,1989-11-28,d004,Production
71,10372,1952-04-08,Anneli,Frijda,F,1985-07-30,d004,Production
72,10373,1959-01-08,Hongzue,Heijenga,M,1997-04-26,d004,Production
73,10374,1955-10-08,Willard,Rosin,F,1993-12-08,d004,Production
74,10375,1957-10-09,Dante,Kalafatis,F,1994-05-29,d004,Production
75,10376,1959-02-12,Fai,Bale,M,1989-01-14,d004,Production
76,10377,1954-08-19,Marl,Grospietsch,M,1990-05-07,d004,Production
77,10378,1964-09-05,Takahira,Lichtner,M,1990-12-30,d004,Production
78,10379,1957-03-02,Mikhail,Rosis,M,1996-07-15,d004,Production
79,10380,1956-05-25,Alejandro,Kamble,F,1985-03-19,d004,Production
80,10381,1963-03-04,Jiong,Parfitt,M,1991-12-04,d004,Production
81,10382,1955-06-12,Shirish,Dredge,M,1990-07-04,d004,Production
82,10383,1963-11-13,Leucio,Aumann,M,1991-06-19,d004,Production
83,10384,1956-08-22,Feiyu,Luft,M,1986-01-16,d004,Production
84,10385,1963-05-14,Khatoun,Imataki,M,1992-12-20,d004,Production
85,10386,1956-11-09,Eishiro,Miyakawa,F,1985-08-02,d004,Production
86,10387,1952-11-03,Parto,Wrigley,F,1987-02-19,d004,Production
87,10388,1953-03-29,Hironoby,Kaiser,M,1996-03-24,d004,Production
88,10389,1953-03-24,Make,Peir,M,1995-10-31,d004,Production
89,10390,1960-03-07,Wanqing,Bratten,M,1989-05-17,d004,Production
90,10391,1956-06-13,Hongzue,Akaboshi,M,1989-12-24,d004,Production
91,10392,1962-02-17,Jiann,Hainaut,M,1992-03-01,d004,Production
92,10393,1958-03-24,Yagil,DasSarma,M,1989-06-23,d004,Production
93,10394,1957-05-22,Shawna,Meriste,M,1991-03-14,d004,Production
94,10395,1952-02-17,Takahiro,Deverell,M,1987-02-04,d004,Production
95,10396,1955-08-21,Sibyl,Rahier,M,1986-01-11,d004,Production
96,10397,1955-11-11,Irena,Reutenauer,M,1993-05-21,d004,Production
97,10398,1958-07-16,Shooichi,Escriba,F,1990-10-12,d004,Production
98,10399,1957-06-13,Guenter,Marchegay,F,1985-05-07,d004,Production
