,emp_no,birth_date,first_name,last_name,gender,hire_date,dept_no,dept_name
42,10044,1961-09-21,Mingsen,Casley,F,1994-05-21,d001,Marketing
43,10045,1957-08-14,Moss,Shanbhogue,M,1989-09-02,d001,Marketing
44,10046,1960-07-23,Lucien,Rosenbaum,M,1992-06-20,d001,Marketing
45,10047,1952-06-29,Zvonko,Nyanchama,M,1989-03-31,d001,Marketing
46,10048,1963-07-11,Florian,Syrotiuk,M,1985-02-24,d001,Marketing
47,10049,1961-04-24,Basil,Tramer,F,1992-05-04,d001,Marketing
48,10050,1958-05-21,Yinghua,Dredge,M,1990-12-25,d001,Marketing
49,10051,1953-07-28,Hidefumi,Caine,M,1992-10-15,d001,Marketing
50,10052,1961-02-26,Heping,Nitsch,M,1988-05-21,d001,Marketing
51,10053,1954-09-13,Sanjiv,Zschoche,F,1986-02-04,d001,Marketing
52,10054,1957-04-04,Mayumi,Schueller,M,1995-03-13,d001,Marketing
53,10055,1956-06-06,Georgy,Dredge,M,1992-04-27,d001,Marketing
54,10056,1961-09-01,Brendon,Bernini,F,1990-02-01,d001,Marketing
55,10057,1954-05-30,Ebbe,Callaway,F,1992-01-15,d001,Marketing
56,10058,1954-10-01,Berhard,McFarlin,M,1987-04-13,d001,Marketing
57,10059,1953-09-19,Alejandro,McAlpine,F,1991-06-26,d001,Marketing
58,10060,1961-10-15,Breannda,Billingsley,M,1987-11-02,d001,Marketing
59,10061,1962-10-19,Tse,Herber,M,1985-09-17,d001,Marketing
60,10062,1961-11-02,Anoosh,Peyn,M,1991-08-30,d001,Marketing
61,10063,1952-08-06,Gino,Leonhardt,F,1989-04-08,d001,Marketing
62,10064,1959-04-07,Udi,Jansch,M,1985-11-20,d001,Marketing
63,10065,1963-04-14,Satosi,Awdeh,M,1988-05-18,d001,Marketing
64,10066,1952-11-13,Kwee,Schusler,M,1986-02-26,d001,Marketing
65,10067,1953-01-07,Claudi,Stavenow,M,1987-03-04,d001,Marketing
66,10068,1962-11-26,Charlene,Brattka,M,1987-08-07,d001,Marketing
67,10069,1960-09-06,Margareta,Bierman,F,1989-11-05,d001,Marketing
68,10070,1955-08-20,Reuven,Garigliano,M,1985-10-14,d001,Marketing
69,10071,1958-01-21,Hisao,Lipner,M,1987-10-01,d001,Marketing
70,10072,1952-05-15,Hironoby,Sidou,F,1988-07-21,d001,Marketing
71,10073,1954-02-23,Shir,McClurg,M,1991-12-01,d001,Marketing
72,10074,1955-08-28,Mokhtar,Bernatsky,F,1990-08-13,d001,Marketing
73,10075,1960-03-09,Gao,Dolinsky,F,1987-03-19,d001,Marketing
74,10076,1952-06-13,Erez,Ritzmann,F,1985-07-09,d001,Marketing
75,10077,1964-04-18,Mona,Azuma,M,1990-03-02,d001,Marketing
76,10078,1959-12-25,Danel,Mondadori,F,1987-05-26,d001,Marketing
77,10079,1961-10-05,Kshitij,Gils,F,1986-03-27,d001,Marketing
78,10080,1957-12-03,Premal,Baek,M,1985-11-19,d001,Marketing
79,10081,1960-12-17,Zhongwei,Rosen,M,1986-10-30,d001,Marketing
80,10082,1963-09-09,Parviz,Lortz,M,1990-01-03,d001,Marketing
81,10083,1959-07-23,Vishv,Zockler,M,1987-03-31,d001,Marketing
82,10084,1960-05-25,Tuval,Kalloufi,M,1995-12-15,d001,Marketing
83,10085,1962-11-07,Kenroku,Malabarba,M,1994-04-09,d001,Marketing
84,10086,1962-11-19,Somnath,Foote,M,1990-02-16,d001,Marketing
85,10087,1959-07-23,Xinglin,Eugenio,F,1986-09-08,d001,Marketing
86,10088,1954-02-25,Jungsoon,Syrzycki,F,1988-09-02,d001,Marketing
87,10089,1963-03-21,Sudharsan,Flasterstein,F,1986-08-12,d001,Marketing
88,10090,1961-05-30,Kendra,Hofting,M,1986-03-14,d001,Marketing
89,10091,1955-10-04,Amabile,Gomatam,M,1992-11-18,d001,Marketing
90,10092,1964-10-18,Valdiodio,Niizuma,F,1989-09-22,d001,Marketing
91,10093,1964-06-11,Sailaja,Desikan,M,1996-11-05,d001,Marketing
92,10094,1957-05-25,Arumugam,Ossenbruggen,F,1987-04-18,d001,Marketing
93,10095,1965-01-03,Hilari,Morton,M,1986-07-15,d001,Marketing
94,10096,1954-09-16,Jayson,Mandell,M,1990-01-14,d001,Marketing
95,10097,1952-02-27,Remzi,Waschkowski,M,1990-09-15,d001,Marketing
96,10098,1961-09-23,Sreekrishna,Servieres,F,1985-05-13,d001,Marketing
97,10099,1956-05-25,Valter,Sullins,F,1988-10-18,d001,Marketing
